Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Country,State,City,Product_Category,Product_Subcategory,Product_Name,Sales_Amount,Quantity,Discount,Profit,Payment_Mode,Sales_Channel,Sales_Rep
ORD0344,2024-11-04,CUST0344,Onveer Balan,South,India,Karnataka,Bangalore,Fashion,Footwear,Footwear Model 800,1062,4,5,139.14,UPI,Online,Robert Dey
ORD0345,2024-10-30,CUST0345,Yashica Loyal,South,India,Karnataka,Mysore,Electronics,Mobile,Mobile Model 492,34766,5,5,2929.17,UPI,Online,Tanay Mani
ORD0346,2025-03-10,CUST0346,Anvi Rau,South,India,Kerala,Kochi,Electronics,Headphones,Headphones Model 689,8063,4,15,1286.09,Debit Card,Offline,Noah Shere
ORD0347,2024-09-18,CUST0347,Yasti Modi,North,India,Uttar Pradesh,Kanpur,Fashion,Footwear,Footwear Model 728,66003,3,15,4178.98,Credit Card,Offline,Qabil Chacko
ORD0348,2025-03-08,CUST0348,Laban Boase,South,India,Karnataka,Mysore,Sports,Accessories,Accessories Model 796,89882,3,0,13871.78,Debit Card,Online,Logan Korpal
ORD0349,2025-10-10,CUST0349,Vrinda Kant,South,India,Tamil Nadu,Chennai,Electronics,Camera,Camera Model 167,8507,5,0,2096.15,UPI,Offline,Aayush Aggarwal
ORD0350,2025-06-04,CUST0350,Ira Dara,West,India,Goa,Vasco da Gama,Home & Kitchen,Furniture,Furniture Model 131,19169,3,15,1648.63,Debit Card,Online,Liam Bawa
ORD0351,2024-01-02,CUST0351,Bhavani Kurian,North,India,Uttar Pradesh,Kanpur,Electronics,Camera,Camera Model 139,99201,5,15,21600.28,Debit Card,Online,Yatin Agate
ORD0352,2024-08-17,CUST0352,Laksh Chander,North,India,Delhi,Dwarka,Home & Kitchen,Furniture,Furniture Model 680,52291,3,15,4675.84,Debit Card,Offline,Sudiksha Handa
ORD0353,2024-01-31,CUST0353,Jagdish Nair,North,India,Punjab,Amritsar,Home & Kitchen,Furniture,Furniture Model 540,85948,5,15,17719.68,Debit Card,Online,Xalak Garg
ORD0354,2024-11-02,CUST0354,Kamala Tandon,West,India,Maharashtra,Pune,Electronics,Laptop,Laptop Model 504,78176,4,0,11285.77,UPI,Online,Hamsini Bora
ORD0355,2024-04-24,CUST0355,Siddharth Buch,North,India,Delhi,Dwarka,Home & Kitchen,Furniture,Furniture Model 520,74706,5,5,13246.01,UPI,Offline,Lakshmi Sha
ORD0356,2024-07-25,CUST0356,Liam Chada,South,India,Tamil Nadu,Madurai,Sports,Accessories,Accessories Model 161,19455,4,0,3717.76,Debit Card,Online,Rajeshri Bedi
ORD0357,2024-11-30,CUST0357,Abhiram Kapur,North,India,Delhi,Dwarka,Fashion,Accessories,Accessories Model 136,98239,5,15,16151.85,Debit Card,Online,Oliver Shah
ORD0358,2025-07-05,CUST0358,Yagnesh Shroff,South,India,Kerala,Kozhikode,Sports,Accessories,Accessories Model 602,23401,2,10,4662.66,Credit Card,Online,Darpan Apte
ORD0359,2024-07-08,CUST0359,Nitesh Palla,East,India,Bihar,Gaya,Home & Kitchen,Furniture,Furniture Model 363,71962,5,5,3967.94,Debit Card,Offline,Ojasvi Cheema
ORD0360,2024-10-20,CUST0360,Arin Hans,East,India,West Bengal,Kolkata,Home & Kitchen,Appliances,Appliances Model 232,52322,4,10,8737.79,UPI,Online,Inaya Korpal
ORD0361,2025-11-12,CUST0361,Garima Yohannan,East,India,Jharkhand,Ranchi,Electronics,Camera,Camera Model 871,5378,5,15,1024.0,Debit Card,Online,Nihal Pai
ORD0362,2025-05-30,CUST0362,Veda Natarajan,East,India,Jharkhand,Dhanbad,Sports,Fitness Equipment,Fitness Equipment Model 850,23566,5,10,3615.1,Credit Card,Offline,Teerth Rajagopalan
ORD0363,2025-08-31,CUST0363,Nidhi Dayal,West,India,Maharashtra,Nagpur,Fashion,Footwear,Footwear Model 350,39721,4,15,3355.4,Debit Card,Offline,Vasudha Taneja
ORD0364,2024-05-08,CUST0364,Varsha Bava,South,India,Andhra Pradesh,Guntur,Fashion,Accessories,Accessories Model 812,34984,5,15,3990.81,Debit Card,Offline,Chaitaly Khalsa
ORD0365,2024-05-09,CUST0365,Ria Minhas,South,India,Karnataka,Mangalore,Home & Kitchen,Furniture,Furniture Model 140,58124,5,0,10345.48,Credit Card,Offline,Amol Choudhury
ORD0366,2025-08-25,CUST0366,Gabriel Chad,North,India,Punjab,Ludhiana,Sports,Sportswear,Sportswear Model 219,94529,5,0,18826.09,UPI,Offline,Jack Khanna
ORD0367,2025-07-27,CUST0367,Rachita Banerjee,West,India,Rajasthan,Jaipur,Electronics,Mobile,Mobile Model 264,86532,3,10,19477.53,Credit Card,Offline,Mugdha Thaman
ORD0368,2024-09-11,CUST0368,Urishilla Talwar,East,India,West Bengal,Darjeeling,Fashion,Accessories,Accessories Model 306,67854,1,5,16392.77,UPI,Online,Hitesh Karan
ORD0369,2025-10-11,CUST0369,Tanish Wali,West,India,Goa,Margao,Home & Kitchen,Cookware,Cookware Model 927,25573,3,5,1422.12,Debit Card,Online,Urvashi Pandya
ORD0370,2025-07-28,CUST0370,Advika Rai,South,India,Karnataka,Mangalore,Fashion,Accessories,Accessories Model 339,61944,4,5,11219.52,Debit Card,Online,Nitesh Mammen
ORD0371,2025-07-26,CUST0371,Jason Sen,West,India,Maharashtra,Mumbai,Home & Kitchen,Cookware,Cookware Model 108,14488,4,15,1899.67,Debit Card,Online,Yasti Bhalla
ORD0372,2025-07-25,CUST0372,Raksha Chopra,North,India,Uttar Pradesh,Noida,Sports,Accessories,Accessories Model 158,13913,1,10,1771.97,UPI,Online,Sarthak Sama
ORD0373,2024-03-31,CUST0373,Wahab Kothari,South,India,Kerala,Kozhikode,Home & Kitchen,Cookware,Cookware Model 761,52208,3,5,11376.1,Debit Card,Offline,Yashasvi Sabharwal
ORD0374,2024-10-01,CUST0374,Osha Mander,North,India,Punjab,Jalandhar,Sports,Fitness Equipment,Fitness Equipment Model 446,15871,3,15,1808.12,Debit Card,Online,Rayaan Purohit
ORD0375,2025-06-14,CUST0375,Sanya Oza,South,India,Karnataka,Bangalore,Electronics,Headphones,Headphones Model 343,95147,1,0,11641.78,UPI,Online,Raghav Krishna
ORD0376,2024-07-01,CUST0376,Gautam Bose,East,India,Jharkhand,Jamshedpur,Sports,Sportswear,Sportswear Model 265,80111,4,15,11887.17,Credit Card,Online,Hritik Verma
ORD0377,2024-10-20,CUST0377,Vamakshi Dara,East,India,Jharkhand,Dhanbad,Fashion,Clothing,Clothing Model 380,51895,5,5,10692.28,Debit Card,Offline,Abhimanyu Sharma
ORD0378,2025-05-07,CUST0378,Chaaya Lata,South,India,Tamil Nadu,Chennai,Sports,Fitness Equipment,Fitness Equipment Model 194,18025,5,0,4355.61,Credit Card,Online,Rachana Kohli
ORD0379,2025-05-25,CUST0379,Pranav Bhatnagar,South,India,Andhra Pradesh,Visakhapatnam,Sports,Accessories,Accessories Model 714,7829,3,10,1579.5,Debit Card,Offline,Lajita Vasa
ORD0380,2024-09-15,CUST0380,Wriddhish Mani,West,India,Maharashtra,Nagpur,Fashion,Footwear,Footwear Model 548,94555,2,15,19186.97,Debit Card,Online,Samaksh Patel
ORD0381,2025-03-12,CUST0381,Jonathan Chowdhury,West,India,Rajasthan,Jaipur,Fashion,Clothing,Clothing Model 469,93683,3,5,23113.97,Debit Card,Offline,Jacob Kata
ORD0382,2024-12-09,CUST0382,Yatan Tata,East,India,Bihar,Bhagalpur,Fashion,Footwear,Footwear Model 151,39332,1,15,7976.52,Debit Card,Offline,Peter Saraf
ORD0383,2025-06-07,CUST0383,Avni Kade,South,India,Kerala,Thiruvananthapuram,Fashion,Accessories,Accessories Model 508,11471,4,10,1982.33,Debit Card,Offline,Jagrati Sridhar
ORD0384,2024-10-08,CUST0384,Balvan Nigam,North,India,Uttar Pradesh,Kanpur,Home & Kitchen,Appliances,Appliances Model 551,76223,5,15,13695.26,Debit Card,Offline,Zilmil Bose
ORD0385,2024-12-01,CUST0385,Baghyawati Bhatt,West,India,Goa,Margao,Fashion,Accessories,Accessories Model 927,4486,1,0,800.47,Debit Card,Online,Meera Balay
ORD0386,2025-05-05,CUST0386,Anika Dasgupta,East,India,Jharkhand,Jamshedpur,Fashion,Footwear,Footwear Model 773,63636,2,0,4992.82,Debit Card,Offline,Abhimanyu Shetty
ORD0387,2024-08-26,CUST0387,Baghyawati Shankar,East,India,Odisha,Cuttack,Home & Kitchen,Furniture,Furniture Model 428,37357,2,15,8622.17,Debit Card,Offline,Hardik Chander
ORD0388,2025-05-05,CUST0388,Triya Aggarwal,South,India,Andhra Pradesh,Guntur,Electronics,Camera,Camera Model 708,22122,1,15,5487.63,Credit Card,Online,Thomas Swaminathan
ORD0389,2025-10-09,CUST0389,Samarth Krish,North,India,Punjab,Jalandhar,Electronics,Laptop,Laptop Model 826,48532,1,15,5603.51,Debit Card,Online,Chaman Mahajan
ORD0390,2025-07-08,CUST0390,Kevin Shah,West,India,Gujarat,Surat,Electronics,Mobile,Mobile Model 448,90623,1,5,7044.64,Credit Card,Offline,Priya Sidhu
ORD0391,2024-03-14,CUST0391,Vamakshi Sawhney,South,India,Kerala,Thiruvananthapuram,Electronics,Laptop,Laptop Model 203,1380,5,10,168.67,UPI,Offline,Forum Sarna
ORD0392,2024-08-28,CUST0392,Vasana Palla,East,India,Bihar,Gaya,Electronics,Mobile,Mobile Model 297,50470,1,10,11132.33,Credit Card,Online,Gunbir Sabharwal
ORD0393,2025-12-21,CUST0393,Aarav Kapadia,West,India,Maharashtra,Pune,Fashion,Footwear,Footwear Model 450,46248,3,15,3539.21,Debit Card,Online,Ira Sharma
ORD0394,2024-11-01,CUST0394,Isaac Bora,East,India,Bihar,Patna,Electronics,Camera,Camera Model 447,61540,3,5,5136.66,UPI,Offline,Agastya Bhatia
ORD0395,2024-05-28,CUST0395,Vansha Tella,South,India,Kerala,Kochi,Home & Kitchen,Furniture,Furniture Model 193,25779,3,15,3502.88,Credit Card,Online,Anthony Gill
ORD0396,2025-04-30,CUST0396,Yochana Purohit,North,India,Delhi,New Delhi,Electronics,Mobile,Mobile Model 548,63825,3,15,14127.48,UPI,Offline,Warjas Narayanan
ORD0397,2025-01-17,CUST0397,Urvi Apte,South,India,Karnataka,Bangalore,Home & Kitchen,Appliances,Appliances Model 134,67694,2,15,7825.91,UPI,Offline,Warinder Kara
ORD0398,2024-02-15,CUST0398,Zayan Mitra,East,India,Jharkhand,Ranchi,Fashion,Accessories,Accessories Model 660,23316,4,0,2995.66,UPI,Online,Hema Golla
ORD0399,2025-12-12,CUST0399,Gauri Badal,North,India,Delhi,Rohini,Fashion,Accessories,Accessories Model 666,48859,4,10,3062.93,Credit Card,Online,Leela Sood
ORD0400,2025-12-03,CUST0400,Rehaan Kar,West,India,Gujarat,Surat,Fashion,Clothing,Clothing Model 582,79926,3,10,5753.77,Debit Card,Offline,Hemang Sanghvi
ORD0401,2024-03-20,CUST0401,Vedhika Tailor,North,India,Uttar Pradesh,Noida,Home & Kitchen,Cookware,Cookware Model 448,66082,3,15,11664.67,Debit Card,Offline,Harshil Jain
ORD0402,2024-10-01,CUST0402,Omaja Loyal,West,India,Gujarat,Ahmedabad,Sports,Accessories,Accessories Model 540,85580,4,5,10476.28,UPI,Offline,Warinder Sane
ORD0403,2024-02-25,CUST0403,Anika Murthy,East,India,Jharkhand,Dhanbad,Home & Kitchen,Furniture,Furniture Model 567,26623,5,15,5238.47,Credit Card,Offline,Odika Mistry
ORD0404,2024-07-11,CUST0404,Ekaja Iyer,North,India,Haryana,Panipat,Electronics,Camera,Camera Model 364,92756,2,10,10977.07,UPI,Online,Faraj Tiwari
ORD0405,2025-10-27,CUST0405,Pallavi Rama,East,India,Jharkhand,Dhanbad,Home & Kitchen,Furniture,Furniture Model 910,23805,2,0,5439.65,Debit Card,Offline,Matthew Kar
ORD0406,2025-05-27,CUST0406,Upma Muni,North,India,Punjab,Jalandhar,Sports,Sportswear,Sportswear Model 795,94733,4,5,13016.08,Debit Card,Offline,Manthan Sengupta
ORD0407,2024-05-12,CUST0407,Nathan Sabharwal,West,India,Goa,Panaji,Home & Kitchen,Appliances,Appliances Model 234,16877,5,5,3583.97,UPI,Offline,Faras Sarin
ORD0408,2024-05-23,CUST0408,Aadi Solanki,South,India,Andhra Pradesh,Guntur,Fashion,Clothing,Clothing Model 850,39381,2,10,5691.02,UPI,Offline,Rachita Sathe
ORD0409,2025-12-10,CUST0409,Pallavi Krishnamurthy,East,India,Odisha,Rourkela,Sports,Fitness Equipment,Fitness Equipment Model 537,31357,2,10,3623.14,Credit Card,Online,Pratyush Sharaf
ORD0410,2024-07-07,CUST0410,Pallavi Apte,North,India,Haryana,Faridabad,Electronics,Camera,Camera Model 714,41771,4,5,6099.31,UPI,Offline,Alexander Mandal
ORD0411,2024-04-28,CUST0411,Janya Shenoy,North,India,Haryana,Faridabad,Fashion,Footwear,Footwear Model 839,71138,2,15,13370.76,UPI,Online,Zarna Johal
ORD0412,2024-04-22,CUST0412,Jai Naidu,South,India,Karnataka,Bangalore,Home & Kitchen,Cookware,Cookware Model 726,43993,1,10,9917.98,UPI,Offline,Viraj Sani
ORD0413,2025-08-18,CUST0413,Ekansh Gera,West,India,Gujarat,Surat,Fashion,Footwear,Footwear Model 852,22881,4,5,5084.55,UPI,Offline,Kala Tandon
ORD0414,2025-05-24,CUST0414,Eiravati Upadhyay,West,India,Gujarat,Surat,Fashion,Accessories,Accessories Model 859,37790,1,0,7541.97,UPI,Offline,Lucky Modi
ORD0415,2024-02-21,CUST0415,Charles Palla,North,India,Punjab,Jalandhar,Electronics,Mobile,Mobile Model 403,72875,3,5,14791.26,Debit Card,Online,Amruta Majumdar
ORD0416,2024-12-22,CUST0416,Yashvi Bhasin,South,India,Andhra Pradesh,Visakhapatnam,Sports,Accessories,Accessories Model 779,35807,4,5,8558.4,UPI,Online,Girik Gara
ORD0417,2025-04-14,CUST0417,Caleb Bahri,North,India,Delhi,Dwarka,Sports,Accessories,Accessories Model 291,44557,5,15,9041.83,Debit Card,Online,Reyansh Vohra
ORD0418,2025-09-09,CUST0418,Upasna Sehgal,North,India,Haryana,Gurgaon,Fashion,Accessories,Accessories Model 867,33053,4,0,4334.46,Credit Card,Online,Kai Jani
ORD0419,2025-11-22,CUST0419,Yug Lala,South,India,Tamil Nadu,Coimbatore,Sports,Accessories,Accessories Model 552,36978,1,10,1944.16,Debit Card,Online,Vritti Minhas
ORD0420,2025-04-25,CUST0420,Kamala Subramaniam,North,India,Haryana,Gurgaon,Home & Kitchen,Furniture,Furniture Model 679,23814,3,5,5421.08,UPI,Online,Odika Talwar
ORD0421,2024-06-20,CUST0421,Gunbir Nagar,North,India,Haryana,Panipat,Fashion,Clothing,Clothing Model 476,13047,2,15,2104.45,UPI,Online,Ishita Deshmukh
ORD0422,2024-11-22,CUST0422,Gautami Khatri,East,India,West Bengal,Darjeeling,Electronics,Laptop,Laptop Model 316,12969,2,5,2625.87,Credit Card,Offline,Indira Kumar
ORD0423,2025-03-03,CUST0423,Sudiksha Chokshi,South,India,Andhra Pradesh,Visakhapatnam,Fashion,Footwear,Footwear Model 859,51823,4,0,9210.84,Debit Card,Offline,Gaurangi Dutt
ORD0424,2024-10-28,CUST0424,Xalak Joshi,West,India,Goa,Margao,Fashion,Clothing,Clothing Model 538,75882,2,5,10255.93,Debit Card,Online,Dipta Aggarwal
ORD0425,2025-09-29,CUST0425,Maanas Salvi,South,India,Karnataka,Mangalore,Electronics,Laptop,Laptop Model 134,73234,1,0,5593.65,Debit Card,Online,Vincent Chokshi
ORD0426,2024-02-21,CUST0426,Noah Shah,East,India,Bihar,Patna,Fashion,Footwear,Footwear Model 141,39944,2,0,5606.57,UPI,Offline,Kritika Ahuja
ORD0427,2024-12-18,CUST0427,Anya Shukla,West,India,Rajasthan,Jaipur,Home & Kitchen,Cookware,Cookware Model 958,50159,4,0,8322.71,Credit Card,Offline,Hritik Dutt
ORD0428,2025-09-14,CUST0428,Vrishti Saraf,East,India,Odisha,Bhubaneswar,Home & Kitchen,Furniture,Furniture Model 837,67745,5,5,16034.21,Credit Card,Offline,Dalaja Kapur
ORD0429,2024-02-18,CUST0429,Jagdish Kara,East,India,Odisha,Cuttack,Electronics,Camera,Camera Model 706,10798,1,0,1564.44,Debit Card,Offline,Yahvi Chana
ORD0430,2024-03-21,CUST0430,Ikbal Goda,East,India,West Bengal,Darjeeling,Home & Kitchen,Cookware,Cookware Model 272,53769,2,10,3463.04,Credit Card,Offline,Kamya Bhat
ORD0431,2024-03-29,CUST0431,Yuvraj Suri,North,India,Punjab,Amritsar,Electronics,Mobile,Mobile Model 125,33507,2,15,5043.16,Debit Card,Offline,Ryan Goyal
ORD0432,2025-10-07,CUST0432,Fitan Puri,North,India,Delhi,Dwarka,Electronics,Mobile,Mobile Model 552,23967,3,5,2709.35,Debit Card,Offline,Jason Ravel
ORD0433,2024-04-26,CUST0433,Hardik Magar,West,India,Rajasthan,Jaipur,Home & Kitchen,Cookware,Cookware Model 889,15567,1,15,1204.12,UPI,Online,Odika Goswami
ORD0434,2025-10-15,CUST0434,Eta Mallick,South,India,Tamil Nadu,Chennai,Electronics,Laptop,Laptop Model 276,34908,1,0,5438.52,Credit Card,Online,Christopher Dugar
ORD0435,2024-03-03,CUST0435,Yamini Lad,South,India,Kerala,Thiruvananthapuram,Sports,Fitness Equipment,Fitness Equipment Model 220,53068,3,5,9005.35,Credit Card,Offline,Warda Narasimhan
ORD0436,2025-03-21,CUST0436,Amara Bajwa,North,India,Uttar Pradesh,Lucknow,Electronics,Laptop,Laptop Model 502,11788,5,10,1715.21,UPI,Online,Ekantika Ganguly
ORD0437,2024-11-15,CUST0437,Radhika Raghavan,East,India,West Bengal,Siliguri,Fashion,Footwear,Footwear Model 571,4818,3,0,439.21,Debit Card,Offline,Jagrati Balay
ORD0438,2025-08-18,CUST0438,Ladli Subramanian,West,India,Goa,Panaji,Fashion,Accessories,Accessories Model 527,66610,4,0,3736.97,UPI,Offline,Garima Anand
ORD0439,2024-04-21,CUST0439,Bachittar Srinivasan,North,India,Delhi,Dwarka,Fashion,Footwear,Footwear Model 384,20569,3,10,1245.27,Credit Card,Online,Anusha Bedi
ORD0440,2024-02-21,CUST0440,Yutika Chacko,North,India,Haryana,Faridabad,Fashion,Footwear,Footwear Model 865,45693,3,0,6704.01,UPI,Online,Hemang Contractor
ORD0441,2024-03-03,CUST0441,Ayush Sood,North,India,Haryana,Panipat,Electronics,Headphones,Headphones Model 510,13690,4,0,2288.1,Credit Card,Offline,Balendra Krishnan
ORD0442,2025-12-04,CUST0442,Rachana Khatri,South,India,Karnataka,Mangalore,Sports,Accessories,Accessories Model 343,39819,3,15,8337.76,Credit Card,Online,Kiaan Sengupta
ORD0443,2024-06-20,CUST0443,Oscar Swaminathan,East,India,Bihar,Patna,Fashion,Accessories,Accessories Model 960,27503,5,15,6430.5,Credit Card,Offline,Daksha Banerjee
ORD0444,2024-10-07,CUST0444,Ekiya Badami,West,India,Goa,Vasco da Gama,Electronics,Mobile,Mobile Model 648,60433,5,10,12222.99,Debit Card,Online,Ijaya Barad
ORD0445,2024-01-13,CUST0445,Owen Date,East,India,Bihar,Gaya,Sports,Accessories,Accessories Model 290,1080,3,5,236.41,UPI,Online,Zayan Luthra
ORD0446,2024-10-04,CUST0446,Harsh Babu,South,India,Andhra Pradesh,Visakhapatnam,Fashion,Accessories,Accessories Model 979,43732,4,15,5022.35,Credit Card,Online,Anirudh Wable
ORD0447,2024-05-29,CUST0447,Abhimanyu Sathe,North,India,Haryana,Faridabad,Sports,Fitness Equipment,Fitness Equipment Model 680,63566,1,10,15564.92,Debit Card,Online,Daksha Dasgupta
ORD0448,2025-12-17,CUST0448,Hredhaan Zacharia,East,India,Jharkhand,Ranchi,Home & Kitchen,Cookware,Cookware Model 918,86740,3,15,15205.26,Debit Card,Offline,Oeshi Mahajan
ORD0449,2025-04-14,CUST0449,Luke Madan,West,India,Goa,Vasco da Gama,Home & Kitchen,Cookware,Cookware Model 965,65256,3,5,8392.17,Credit Card,Online,Zayyan Rege
ORD0450,2025-04-11,CUST0450,Bishakha Sangha,West,India,Maharashtra,Pune,Fashion,Clothing,Clothing Model 373,43027,4,15,10322.29,Credit Card,Offline,Rudra Sankar
ORD0451,2025-01-18,CUST0451,Peter Pall,West,India,Maharashtra,Nagpur,Fashion,Footwear,Footwear Model 585,40180,4,15,5296.76,Credit Card,Offline,Benjamin Chad
ORD0452,2024-06-13,CUST0452,Amruta Kashyap,South,India,Andhra Pradesh,Guntur,Sports,Accessories,Accessories Model 311,29747,5,15,2160.96,Debit Card,Offline,Umang Rastogi
ORD0453,2024-04-08,CUST0453,Janya Dara,South,India,Andhra Pradesh,Vijayawada,Electronics,Laptop,Laptop Model 231,46624,5,5,5341.84,UPI,Offline,Oeshi Bava
ORD0454,2025-02-23,CUST0454,William Muni,South,India,Karnataka,Mangalore,Electronics,Camera,Camera Model 113,73305,1,15,12576.48,Credit Card,Online,Akshay Singhal
ORD0455,2025-08-17,CUST0455,Abeer Vala,West,India,Goa,Panaji,Home & Kitchen,Appliances,Appliances Model 542,27963,1,10,3870.65,Debit Card,Offline,Henry Babu
ORD0456,2025-11-21,CUST0456,Sachi Kota,West,India,Goa,Panaji,Fashion,Clothing,Clothing Model 224,94932,5,0,12389.53,UPI,Offline,Mugdha Sharaf
ORD0457,2025-02-22,CUST0457,Unni Narasimhan,North,India,Punjab,Ludhiana,Fashion,Clothing,Clothing Model 727,27878,3,15,1994.39,Credit Card,Online,Yashoda Mangat
ORD0458,2024-01-25,CUST0458,Diya Dayal,North,India,Haryana,Gurgaon,Electronics,Mobile,Mobile Model 312,14400,1,15,1850.35,UPI,Online,Kai Kamdar
ORD0459,2024-12-07,CUST0459,Harinakshi Luthra,West,India,Maharashtra,Mumbai,Sports,Sportswear,Sportswear Model 559,57758,5,15,12669.75,Debit Card,Online,Hiral Chand
ORD0460,2025-10-23,CUST0460,Champak Soman,West,India,Goa,Vasco da Gama,Fashion,Clothing,Clothing Model 435,48655,2,0,5681.41,Credit Card,Offline,Siddharth Nigam
ORD0461,2025-12-16,CUST0461,Dev Chopra,East,India,Odisha,Rourkela,Sports,Sportswear,Sportswear Model 836,11394,3,5,1251.48,UPI,Offline,Christopher Balakrishnan
ORD0462,2025-11-14,CUST0462,Michael Dugal,South,India,Tamil Nadu,Madurai,Home & Kitchen,Cookware,Cookware Model 260,87390,1,0,15926.69,Credit Card,Offline,Vamakshi Bera
ORD0463,2025-07-16,CUST0463,Onveer Dhingra,East,India,Odisha,Bhubaneswar,Home & Kitchen,Appliances,Appliances Model 859,73505,4,10,4776.65,Debit Card,Offline,Yuvraj Chawla
ORD0464,2025-04-20,CUST0464,Turvi Wadhwa,West,India,Goa,Panaji,Sports,Fitness Equipment,Fitness Equipment Model 886,17522,2,5,2124.6,Credit Card,Online,Charita Tata
ORD0465,2024-03-31,CUST0465,Jai Comar,West,India,Maharashtra,Mumbai,Electronics,Headphones,Headphones Model 962,82307,2,15,15094.65,UPI,Online,Victor Bajwa
ORD0466,2024-06-28,CUST0466,Urvi Bhalla,North,India,Uttar Pradesh,Kanpur,Fashion,Clothing,Clothing Model 594,63610,5,5,7209.11,UPI,Offline,Nakul Chaudhuri
ORD0467,2024-09-19,CUST0467,Victor Narayanan,East,India,West Bengal,Darjeeling,Electronics,Camera,Camera Model 777,34987,4,15,5878.25,UPI,Online,Udarsh Hora
ORD0468,2025-05-29,CUST0468,Chakradev Krish,East,India,West Bengal,Kolkata,Home & Kitchen,Cookware,Cookware Model 365,48789,5,15,9976.01,UPI,Online,Varsha Koshy
ORD0469,2024-06-21,CUST0469,Nilima Deep,East,India,Odisha,Bhubaneswar,Sports,Fitness Equipment,Fitness Equipment Model 725,18406,3,15,3935.2,Credit Card,Offline,Ubika Wagle
ORD0470,2024-06-17,CUST0470,Rishi Taneja,East,India,Jharkhand,Ranchi,Fashion,Accessories,Accessories Model 594,63756,1,15,5846.56,UPI,Offline,Maya Bava
ORD0471,2025-02-05,CUST0471,Wishi Kale,North,India,Punjab,Ludhiana,Electronics,Headphones,Headphones Model 640,26575,4,0,3374.03,Debit Card,Offline,Gabriel Sood
ORD0472,2025-10-09,CUST0472,Kiaan Virk,West,India,Rajasthan,Udaipur,Electronics,Laptop,Laptop Model 846,40506,4,15,5895.42,Credit Card,Offline,Gagan Varty
ORD0473,2024-11-10,CUST0473,Harrison Vala,South,India,Andhra Pradesh,Vijayawada,Electronics,Mobile,Mobile Model 954,8246,1,0,1901.78,Credit Card,Online,Aadhya Bhardwaj
ORD0474,2025-01-18,CUST0474,Champak Krishnan,North,India,Haryana,Faridabad,Sports,Sportswear,Sportswear Model 285,6171,4,5,1528.39,Credit Card,Offline,Aayush Lata
ORD0475,2024-10-09,CUST0475,Omaja Palla,West,India,Maharashtra,Pune,Fashion,Accessories,Accessories Model 278,98629,1,15,10813.41,Debit Card,Online,Oviya Mallick
ORD0476,2025-01-12,CUST0476,Bhavika Sagar,East,India,West Bengal,Kolkata,Sports,Fitness Equipment,Fitness Equipment Model 471,59786,1,10,4855.77,UPI,Offline,Sachi Majumdar
ORD0477,2025-10-30,CUST0477,Maanas Shah,West,India,Maharashtra,Nagpur,Fashion,Clothing,Clothing Model 475,8527,1,0,1099.19,UPI,Online,Agastya Parmar
ORD0478,2024-04-21,CUST0478,Jackson Vyas,South,India,Andhra Pradesh,Guntur,Home & Kitchen,Furniture,Furniture Model 382,77259,4,15,19173.69,Credit Card,Offline,Dhruv Prabhakar
ORD0479,2025-01-30,CUST0479,Kevin Bandi,North,India,Haryana,Faridabad,Home & Kitchen,Furniture,Furniture Model 229,8038,1,5,520.77,Debit Card,Online,Samesh Deo
ORD0480,2024-09-21,CUST0480,Ishaan Naik,West,India,Rajasthan,Udaipur,Home & Kitchen,Appliances,Appliances Model 507,82082,5,5,16160.26,UPI,Offline,Lakshit Sengupta
ORD0481,2025-05-19,CUST0481,Vansha Chand,North,India,Haryana,Gurgaon,Fashion,Clothing,Clothing Model 363,34605,4,15,4560.75,UPI,Online,Vasatika Prasad
ORD0482,2025-08-15,CUST0482,Darpan Ghosh,East,India,Bihar,Patna,Fashion,Footwear,Footwear Model 564,3238,5,10,738.68,Credit Card,Offline,Hemangini Gill
ORD0483,2024-03-05,CUST0483,Madhavi Sangha,North,India,Delhi,Dwarka,Fashion,Accessories,Accessories Model 558,8789,4,0,1385.8,Debit Card,Offline,Laksh Lall
ORD0484,2024-01-14,CUST0484,Unni Mahajan,South,India,Karnataka,Mangalore,Electronics,Headphones,Headphones Model 791,9348,1,0,1179.57,Credit Card,Online,Nandini Keer
ORD0485,2024-01-11,CUST0485,Janaki Nayak,North,India,Haryana,Panipat,Fashion,Accessories,Accessories Model 294,1486,4,0,291.75,Debit Card,Online,Dhruv Bhattacharyya
ORD0486,2025-08-06,CUST0486,Harish Venkataraman,South,India,Kerala,Kozhikode,Sports,Accessories,Accessories Model 296,61929,3,0,6595.48,UPI,Online,Bhavika Mohan
ORD0487,2024-11-21,CUST0487,Vanya Nayar,West,India,Rajasthan,Udaipur,Home & Kitchen,Cookware,Cookware Model 359,39495,2,15,2814.67,UPI,Offline,Kavya More
ORD0488,2024-11-01,CUST0488,Patrick Jha,North,India,Uttar Pradesh,Noida,Electronics,Laptop,Laptop Model 238,57627,4,10,12120.09,Credit Card,Online,Manya Kurian
ORD0489,2024-02-18,CUST0489,Zilmil Savant,North,India,Delhi,Rohini,Electronics,Laptop,Laptop Model 512,35455,5,0,7376.0,UPI,Online,Aarnav Rege
